Supplier_ID,Supplier_Name,Component_ID,Component_Name,Unit_Price,Currency,MOQ,Lead_Time_Days,Quote_Date,Valid_Until,Payment_Terms,Quality_Rating,On_Time_Delivery
SUP-1893,Visionox,COMP-78312,Power Supply,74.85,EUR,500,76,2024-11-03,2025-03-15,30% Deposit,98.2,93.6
SUP-2945,Tianma,COMP-54293,Stand,38.2,USD,1000,67,2024-11-22,2025-02-25,30% Deposit,89.6,82.2
SUP-5090,Samsung Display,COMP-39338,Power Supply,20.72,USD,100,74,2024-11-11,2025-01-15,Net 60,96.9,82.9
SUP-1713,Sharp Corporation,COMP-76384,Power Supply,39.8,CNY,200,76,2024-11-06,2025-02-10,Net 60,91.7,89.7
SUP-3618,Innolux,COMP-65903,OLED Panel,616.04,CNY,1000,62,2024-11-28,2025-05-03,Net 90,90.5,81.1
SUP-1911,Tianma,COMP-95367,OLED Panel,205.44,USD,2000,82,2024-11-04,2025-01-29,30% Deposit,85.3,91.6
SUP-9375,TCL CSOT,COMP-78153,LED Backlight,46.86,EUR,2000,106,2024-11-19,2025-04-23,Net 30,99.8,100.0
SUP-3770,Samsung Display,COMP-12374,T-Con Board,21.75,USD,500,94,2024-11-30,2025-03-21,LC at Sight,100.0,87.1
SUP-1531,JDI,COMP-84896,Main Board,49.71,USD,200,54,2024-11-27,2025-04-15,Net 60,96.4,94.9
SUP-5440,LG Display,COMP-41767,LCD Panel,96.09,USD,1000,70,2024-11-20,2025-02-18,LC at Sight,88.3,97.2
SUP-6524,Visionox,COMP-20948,Remote Control,14.35,USD,2000,53,2024-11-05,2025-02-09,Net 90,92.4,81.7
SUP-9199,LG Display,COMP-89444,LCD Panel,105.52,USD,200,39,2024-11-05,2025-03-17,Net 60,92.8,96.8
SUP-6771,Innolux,COMP-47154,QLED Panel,268.45,CNY,1000,81,2024-11-10,2025-03-22,Net 90,86.2,83.3
SUP-8807,TCL CSOT,COMP-70114,LED Backlight,48.79,EUR,1000,85,2024-11-06,2025-01-23,LC at Sight,95.5,84.0
SUP-4841,Tianma,COMP-44950,Bezel,6.14,EUR,100,107,2024-11-07,2025-02-23,LC at Sight,85.8,91.6
SUP-2717,Samsung Display,COMP-49744,Main Board,67.61,USD,1000,78,2024-11-05,2025-04-29,Net 60,98.9,95.8
SUP-3873,JDI,COMP-25034,Remote Control,10.04,USD,200,87,2024-11-08,2025-02-13,Net 60,93.5,82.2
SUP-4152,Tianma,COMP-69011,Remote Control,5.07,CNY,500,63,2024-11-23,2025-04-29,30% Deposit,92.9,99.2
SUP-4473,Visionox,COMP-86930,Stand,19.74,USD,200,61,2024-11-20,2025-04-27,30% Deposit,85.7,99.6
SUP-4960,Samsung Display,COMP-79931,LED Backlight,42.14,CNY,100,102,2024-11-24,2025-04-10,Net 30,87.7,95.9
SUP-6197,Tianma,COMP-70449,OLED Panel,559.64,USD,2000,59,2024-12-01,2025-05-15,LC at Sight,94.5,82.4
SUP-1069,TCL CSOT,COMP-98721,Power Supply,33.26,EUR,200,79,2024-12-01,2025-05-26,LC at Sight,90.4,91.4
SUP-3149,Innolux,COMP-87569,Stand,9.48,USD,1000,36,2024-11-10,2025-01-15,Net 90,93.3,97.2
SUP-8917,LG Display,COMP-93324,LCD Panel,255.46,USD,2000,57,2024-11-18,2025-02-04,Net 90,88.1,82.7
SUP-8354,Innolux,COMP-44770,T-Con Board,26.74,CNY,2000,65,2024-11-15,2025-03-02,LC at Sight,95.1,96.0
SUP-7293,BOE Technology,COMP-63638,LCD Panel,116.56,USD,200,87,2024-11-08,2025-03-29,Net 30,91.7,97.8
SUP-1243,Innolux,COMP-16652,OLED Panel,646.83,USD,1000,38,2024-11-08,2025-01-13,30% Deposit,91.0,90.1
SUP-9852,Visionox,COMP-50500,Power Supply,20.18,USD,100,45,2024-11-09,2025-04-07,Net 30,91.3,93.9
SUP-3133,LG Display,COMP-88530,Remote Control,12.66,USD,2000,110,2024-11-09,2025-02-21,30% Deposit,89.3,98.7
SUP-6393,Visionox,COMP-57049,OLED Panel,459.91,CNY,200,99,2024-11-25,2025-03-22,Net 30,91.4,96.8
SUP-9538,AU Optronics,COMP-80898,LED Backlight,41.42,USD,2000,75,2024-11-16,2025-01-31,LC at Sight,99.4,88.9
SUP-4952,LG Display,COMP-17357,QLED Panel,194.74,EUR,200,88,2024-11-17,2025-04-01,Net 60,93.3,91.8
SUP-9763,Sharp Corporation,COMP-50197,LED Backlight,15.21,USD,1000,85,2024-11-17,2025-05-01,Net 60,89.8,84.4
SUP-8754,TCL CSOT,COMP-55619,Bezel,14.86,USD,500,48,2024-11-22,2025-05-17,LC at Sight,87.0,80.6
SUP-7181,Samsung Display,COMP-52527,OLED Panel,567.19,USD,2000,99,2024-11-05,2025-02-05,Net 90,99.6,97.9
SUP-8689,Tianma,COMP-98542,Main Board,116.21,USD,1000,79,2024-11-04,2025-02-19,Net 90,96.9,97.6
SUP-1591,AU Optronics,COMP-96314,T-Con Board,26.08,EUR,2000,89,2024-11-13,2025-04-10,30% Deposit,85.9,90.3
SUP-6462,Sharp Corporation,COMP-34363,Main Board,110.27,USD,2000,65,2024-11-28,2025-05-11,Net 60,91.4,97.9
SUP-1158,Visionox,COMP-92416,LED Backlight,21.49,CNY,100,64,2024-11-11,2025-02-17,Net 30,86.1,98.2
SUP-5892,LG Display,COMP-74354,Stand,20.38,USD,2000,115,2024-11-21,2025-05-04,Net 30,91.5,97.1
SUP-5970,TCL CSOT,COMP-70614,Remote Control,6.79,USD,500,94,2024-11-18,2025-03-15,LC at Sight,92.3,97.9
SUP-3460,BOE Technology,COMP-58408,LCD Panel,114.02,USD,100,80,2024-11-26,2025-04-26,Net 30,99.9,87.9
SUP-1687,Sharp Corporation,COMP-67822,Bezel,18.84,USD,2000,53,2024-11-30,2025-04-12,Net 90,98.9,98.8
SUP-1241,Visionox,COMP-29788,QLED Panel,319.73,USD,2000,93,2024-11-21,2025-02-10,Net 30,91.1,95.0
SUP-6766,Sharp Corporation,COMP-71766,LCD Panel,295.52,CNY,1000,92,2024-11-16,2025-04-20,Net 90,85.9,94.4
SUP-2443,Tianma,COMP-32044,LED Backlight,23.84,USD,100,78,2024-11-25,2025-02-06,LC at Sight,98.3,99.8
SUP-6437,TCL CSOT,COMP-27754,T-Con Board,35.72,EUR,2000,62,2024-11-20,2025-02-14,Net 60,95.0,82.2
SUP-8159,LG Display,COMP-11731,LCD Panel,115.66,USD,500,86,2024-11-01,2025-03-16,Net 90,86.1,97.9
SUP-6422,Sharp Corporation,COMP-17128,QLED Panel,208.26,USD,100,99,2024-11-20,2025-04-26,30% Deposit,90.2,97.7
SUP-7629,TCL CSOT,COMP-54541,LED Backlight,39.78,USD,100,102,2024-11-09,2025-01-08,Net 90,99.1,91.3
SUP-6642,Samsung Display,COMP-13967,Stand,12.97,USD,100,44,2024-11-01,2025-04-19,LC at Sight,90.0,96.1
SUP-3647,Visionox,COMP-26659,Remote Control,11.56,EUR,2000,90,2024-11-19,2025-02-14,30% Deposit,98.6,96.4
SUP-1989,Sharp Corporation,COMP-71372,T-Con Board,28.21,USD,1000,95,2024-11-03,2025-01-07,Net 90,95.2,90.3
SUP-8518,BOE Technology,COMP-70450,QLED Panel,272.47,EUR,500,70,2024-12-01,2025-03-09,LC at Sight,91.8,99.7
SUP-5309,LG Display,COMP-42495,OLED Panel,553.97,USD,2000,74,2024-11-14,2025-03-22,30% Deposit,95.2,99.2
SUP-8000,TCL CSOT,COMP-75932,Remote Control,3.84,USD,200,59,2024-11-12,2025-01-24,Net 60,85.5,91.4
SUP-9534,Innolux,COMP-64914,QLED Panel,222.67,USD,2000,73,2024-11-16,2025-02-12,Net 30,92.7,82.7
SUP-7350,TCL CSOT,COMP-42650,Stand,24.24,USD,500,101,2024-11-06,2025-01-13,30% Deposit,95.9,80.2
SUP-9177,Visionox,COMP-82713,LCD Panel,201.16,EUR,500,81,2024-11-13,2025-03-22,Net 30,98.9,96.1
SUP-4906,TCL CSOT,COMP-92595,Remote Control,13.98,CNY,200,44,2024-11-30,2025-05-24,LC at Sight,94.4,93.1
SUP-4693,TCL CSOT,COMP-13463,Remote Control,3.02,USD,100,92,2024-11-22,2025-04-05,Net 60,97.2,83.3
SUP-9293,BOE Technology,COMP-90383,Bezel,18.45,EUR,2000,92,2024-11-15,2025-04-20,Net 60,86.0,98.8
SUP-7804,JDI,COMP-50209,Power Supply,58.56,EUR,1000,107,2024-11-26,2025-03-21,Net 60,93.4,84.5
SUP-6538,BOE Technology,COMP-85071,Power Supply,76.5,CNY,200,65,2024-11-18,2025-02-14,Net 30,87.2,86.6
SUP-8301,Tianma,COMP-10491,Main Board,72.41,USD,500,46,2024-11-30,2025-05-19,30% Deposit,94.3,98.8
SUP-3399,Visionox,COMP-85688,Remote Control,11.27,USD,2000,87,2024-11-26,2025-04-11,Net 90,88.9,94.6
SUP-9194,Tianma,COMP-50930,OLED Panel,256.54,USD,100,100,2024-11-12,2025-03-11,30% Deposit,88.9,84.1
SUP-4569,TCL CSOT,COMP-91217,Remote Control,12.48,USD,1000,109,2024-11-23,2025-03-04,Net 90,96.5,81.9
SUP-4776,Visionox,COMP-90573,QLED Panel,228.69,USD,200,104,2024-11-04,2025-01-18,Net 60,90.3,99.1
SUP-8010,Innolux,COMP-68448,Remote Control,10.92,EUR,1000,66,2024-11-12,2025-02-01,30% Deposit,85.7,88.1
SUP-7521,JDI,COMP-34501,Power Supply,63.12,USD,2000,108,2024-11-04,2025-05-03,Net 60,89.8,80.6
SUP-5815,Sharp Corporation,COMP-70966,QLED Panel,145.9,USD,1000,111,2024-11-25,2025-03-31,Net 60,91.1,80.7
SUP-3068,Tianma,COMP-65978,Remote Control,9.71,USD,2000,90,2024-11-25,2025-02-13,Net 30,98.4,94.1
SUP-8144,BOE Technology,COMP-48445,Remote Control,4.61,USD,200,91,2024-11-29,2025-02-24,Net 90,90.1,82.5
SUP-5328,AU Optronics,COMP-92651,T-Con Board,19.96,EUR,200,94,2024-11-01,2025-02-18,Net 90,99.7,80.6
SUP-2127,Sharp Corporation,COMP-66827,T-Con Board,51.58,USD,500,65,2024-11-19,2025-05-06,Net 90,95.7,99.7
SUP-7533,BOE Technology,COMP-43800,QLED Panel,143.51,USD,200,110,2024-11-28,2025-04-29,Net 30,94.6,80.2
SUP-9710,Sharp Corporation,COMP-74535,Stand,26.08,USD,200,108,2024-11-02,2025-04-23,LC at Sight,97.6,82.3
SUP-7408,BOE Technology,COMP-88827,LED Backlight,35.57,USD,500,57,2024-11-13,2025-02-19,LC at Sight,91.3,91.3
SUP-8851,JDI,COMP-38966,QLED Panel,276.45,EUR,500,109,2024-11-08,2025-03-15,Net 30,92.7,95.6
SUP-3754,Sharp Corporation,COMP-30487,Main Board,118.68,EUR,100,82,2024-11-05,2025-01-20,30% Deposit,85.4,93.9
SUP-5907,BOE Technology,COMP-81971,LED Backlight,33.71,USD,100,70,2024-12-01,2025-04-29,30% Deposit,93.6,84.1
SUP-2041,LG Display,COMP-77805,Main Board,37.14,USD,1000,32,2024-11-12,2025-04-04,30% Deposit,98.1,98.7
SUP-7447,Tianma,COMP-69826,Remote Control,8.96,USD,1000,89,2024-11-22,2025-03-21,Net 90,96.3,92.5
SUP-9972,Samsung Display,COMP-87894,T-Con Board,48.98,CNY,100,99,2024-11-13,2025-02-09,Net 60,97.8,92.5
SUP-2364,BOE Technology,COMP-59755,LED Backlight,11.27,USD,100,32,2024-11-15,2025-04-21,Net 30,96.9,93.8
SUP-4354,AU Optronics,COMP-25838,Main Board,93.56,EUR,200,86,2024-11-14,2025-04-23,30% Deposit,91.4,93.7
SUP-4030,Sharp Corporation,COMP-91961,Remote Control,10.33,USD,500,98,2024-11-28,2025-05-24,Net 90,94.3,87.5
SUP-1819,Samsung Display,COMP-49864,Power Supply,77.94,USD,2000,90,2024-11-14,2025-02-18,Net 90,95.0,97.8
SUP-2246,Samsung Display,COMP-62896,OLED Panel,244.57,EUR,200,110,2024-11-18,2025-02-04,30% Deposit,93.6,98.4
SUP-7342,BOE Technology,COMP-28725,Power Supply,64.48,USD,2000,81,2024-11-12,2025-01-15,30% Deposit,95.0,81.3
SUP-7104,BOE Technology,COMP-16157,Main Board,42.16,CNY,200,32,2024-11-14,2025-04-29,30% Deposit,98.6,98.8
SUP-6718,Sharp Corporation,COMP-69961,LED Backlight,29.29,USD,1000,69,2024-11-11,2025-02-04,LC at Sight,87.7,89.8
SUP-3770,Tianma,COMP-41549,QLED Panel,117.17,USD,1000,58,2024-11-14,2025-05-09,LC at Sight,97.4,87.0
SUP-9789,Sharp Corporation,COMP-29480,Stand,14.16,USD,2000,88,2024-11-17,2025-02-18,Net 90,86.8,85.7
SUP-1364,TCL CSOT,COMP-31492,OLED Panel,489.21,EUR,100,33,2024-11-24,2025-04-30,Net 90,98.8,96.1
SUP-9990,Visionox,COMP-98629,Remote Control,3.67,USD,500,33,2024-11-11,2025-03-12,LC at Sight,89.7,85.5
SUP-7609,BOE Technology,COMP-22915,Power Supply,43.39,EUR,2000,89,2024-11-22,2025-03-03,Net 60,88.9,94.0
SUP-1064,JDI,COMP-24949,LCD Panel,128.43,EUR,2000,57,2024-11-16,2025-02-07,30% Deposit,87.6,93.5
SUP-2606,AU Optronics,COMP-48288,Stand,35.81,USD,200,38,2024-11-02,2025-02-23,Net 60,86.7,84.1
SUP-9475,Visionox,COMP-29575,LED Backlight,13.26,USD,200,59,2024-11-21,2025-05-13,Net 90,96.6,85.7
SUP-7817,LG Display,COMP-15274,Stand,12.67,USD,1000,61,2024-11-12,2025-03-21,Net 90,91.1,80.6
SUP-1225,Tianma,COMP-50689,QLED Panel,371.5,CNY,500,31,2024-11-19,2025-04-04,LC at Sight,96.8,95.8
SUP-2432,LG Display,COMP-65138,OLED Panel,742.55,EUR,2000,103,2024-12-01,2025-03-16,Net 90,88.9,87.4
SUP-7479,BOE Technology,COMP-52849,Bezel,14.43,EUR,2000,63,2024-11-24,2025-05-08,30% Deposit,87.3,97.1
SUP-2762,Visionox,COMP-60519,OLED Panel,588.96,USD,100,92,2024-11-14,2025-01-13,Net 90,89.3,80.3
SUP-8204,JDI,COMP-61757,Bezel,22.88,USD,2000,105,2024-11-01,2025-01-19,Net 30,86.8,95.3
SUP-8115,Sharp Corporation,COMP-67912,Main Board,87.86,EUR,1000,81,2024-11-16,2025-04-20,LC at Sight,86.8,82.7
SUP-9540,JDI,COMP-32525,Main Board,42.96,USD,2000,57,2024-11-27,2025-04-29,LC at Sight,88.1,90.8
SUP-2481,Innolux,COMP-70147,Stand,32.84,USD,100,80,2024-11-14,2025-03-25,Net 60,87.5,92.2
SUP-5232,LG Display,COMP-68293,LED Backlight,18.71,CNY,100,120,2024-11-07,2025-02-22,Net 30,93.5,83.8
SUP-7815,LG Display,COMP-10048,Stand,27.42,USD,100,110,2024-11-12,2025-04-15,LC at Sight,99.8,86.3
SUP-8583,Visionox,COMP-68525,Stand,33.6,CNY,200,49,2024-11-15,2025-02-27,Net 90,91.6,93.4
SUP-1759,LG Display,COMP-60796,LED Backlight,22.62,USD,500,91,2024-11-08,2025-04-07,Net 60,95.9,93.1
SUP-8372,Visionox,COMP-35966,LED Backlight,10.55,CNY,200,71,2024-11-28,2025-05-16,Net 60,98.1,85.7
SUP-4039,Tianma,COMP-55668,Power Supply,33.15,USD,500,82,2024-11-25,2025-03-06,30% Deposit,93.4,80.7
SUP-7477,BOE Technology,COMP-76859,QLED Panel,267.38,CNY,100,112,2024-11-09,2025-02-09,Net 90,88.0,95.5
SUP-6170,BOE Technology,COMP-27349,T-Con Board,47.6,EUR,1000,45,2024-11-12,2025-04-15,Net 60,92.9,96.0
SUP-5480,Samsung Display,COMP-90301,LED Backlight,36.03,USD,100,115,2024-11-17,2025-02-19,Net 60,88.6,88.2
SUP-6581,Sharp Corporation,COMP-86415,T-Con Board,15.56,USD,500,104,2024-11-02,2025-04-25,Net 60,95.0,90.2
SUP-7630,LG Display,COMP-80652,Remote Control,13.68,USD,200,95,2024-11-15,2025-02-27,LC at Sight,89.8,84.8
SUP-5325,LG Display,COMP-49312,LED Backlight,18.7,EUR,100,120,2024-11-12,2025-04-16,30% Deposit,86.3,90.7
SUP-2108,Innolux,COMP-52152,Remote Control,9.87,USD,2000,76,2024-11-24,2025-03-21,Net 30,99.7,90.0
SUP-4549,Innolux,COMP-67754,Bezel,6.49,USD,200,73,2024-11-03,2025-02-14,Net 30,92.8,81.5
SUP-8855,BOE Technology,COMP-39177,T-Con Board,43.8,CNY,1000,96,2024-11-24,2025-02-06,Net 60,85.8,96.1
SUP-2500,AU Optronics,COMP-41328,Power Supply,60.96,CNY,500,76,2024-11-10,2025-05-01,Net 90,99.4,92.1
SUP-9589,Tianma,COMP-32178,LCD Panel,51.07,USD,200,44,2024-11-21,2025-03-07,Net 90,92.2,95.1
SUP-5458,TCL CSOT,COMP-43193,OLED Panel,475.12,EUR,500,74,2024-11-07,2025-03-24,Net 90,94.8,85.0
SUP-8306,BOE Technology,COMP-42262,Power Supply,71.93,USD,100,111,2024-11-30,2025-03-17,Net 30,96.9,93.1
SUP-3599,AU Optronics,COMP-32027,Bezel,5.48,USD,500,89,2024-11-12,2025-02-20,Net 60,86.5,87.8
SUP-2078,BOE Technology,COMP-85530,QLED Panel,257.48,USD,500,94,2024-11-17,2025-03-09,Net 30,87.9,100.0
SUP-1756,JDI,COMP-67010,Bezel,22.29,CNY,2000,53,2024-11-29,2025-04-12,LC at Sight,94.4,88.8
SUP-2853,Tianma,COMP-10770,OLED Panel,586.62,USD,1000,106,2024-11-26,2025-04-21,Net 30,94.9,90.4
SUP-5484,Visionox,COMP-49000,T-Con Board,59.2,USD,2000,87,2024-11-15,2025-02-28,LC at Sight,93.3,85.2
SUP-3030,Samsung Display,COMP-37679,OLED Panel,710.55,EUR,500,33,2024-11-16,2025-03-27,Net 90,93.7,88.3
SUP-5594,Sharp Corporation,COMP-99346,LCD Panel,80.71,CNY,500,85,2024-11-17,2025-02-09,Net 30,93.9,91.4
SUP-6997,Samsung Display,COMP-63997,QLED Panel,422.36,USD,100,30,2024-11-15,2025-02-04,LC at Sight,86.6,87.3
SUP-1274,Samsung Display,COMP-78478,Stand,37.2,USD,2000,44,2024-11-24,2025-02-12,Net 90,85.6,82.4
SUP-4720,LG Display,COMP-79453,T-Con Board,24.26,USD,200,39,2024-11-28,2025-02-21,Net 60,96.7,86.0
SUP-4682,AU Optronics,COMP-92809,LCD Panel,108.78,USD,500,102,2024-11-24,2025-01-31,30% Deposit,100.0,81.0
SUP-1547,Tianma,COMP-18105,OLED Panel,617.26,CNY,1000,46,2024-11-24,2025-03-14,30% Deposit,90.3,82.1
SUP-1850,Visionox,COMP-16909,OLED Panel,747.11,USD,200,46,2024-11-11,2025-02-10,30% Deposit,89.2,91.9
SUP-5581,LG Display,COMP-30809,Bezel,14.72,EUR,2000,36,2024-11-03,2025-03-31,LC at Sight,89.6,80.1
SUP-8627,Innolux,COMP-63174,Main Board,118.28,USD,100,44,2024-11-08,2025-01-10,Net 60,86.4,85.6
SUP-6280,LG Display,COMP-85505,Stand,19.98,CNY,500,79,2024-12-01,2025-03-02,LC at Sight,99.5,83.3
SUP-2701,TCL CSOT,COMP-94630,LCD Panel,133.99,EUR,200,117,2024-11-22,2025-04-23,Net 90,94.1,81.2
SUP-9374,LG Display,COMP-85620,LCD Panel,249.34,USD,1000,43,2024-11-01,2025-01-03,Net 60,95.0,94.1
SUP-9964,Innolux,COMP-76044,OLED Panel,733.4,USD,200,109,2024-11-27,2025-02-03,30% Deposit,98.2,97.1
SUP-8824,Visionox,COMP-32031,Main Board,76.39,USD,200,101,2024-11-12,2025-01-18,LC at Sight,95.5,80.5
SUP-3610,JDI,COMP-21744,Power Supply,67.04,USD,500,41,2024-11-11,2025-03-04,Net 60,95.3,86.9
SUP-7969,BOE Technology,COMP-68093,QLED Panel,348.98,USD,2000,90,2024-11-21,2025-05-20,LC at Sight,86.7,93.4
SUP-3113,Visionox,COMP-56101,OLED Panel,550.84,EUR,200,55,2024-11-17,2025-05-11,Net 90,86.3,95.8
SUP-9566,JDI,COMP-60107,Bezel,14.8,USD,500,45,2024-11-09,2025-01-31,Net 60,86.7,90.3
SUP-5422,Samsung Display,COMP-66370,Remote Control,13.01,USD,2000,35,2024-11-05,2025-04-09,Net 90,85.9,81.7
SUP-3860,LG Display,COMP-30029,LED Backlight,30.14,EUR,500,93,2024-11-11,2025-03-30,LC at Sight,85.8,89.3
SUP-7475,Innolux,COMP-87240,Bezel,20.78,EUR,500,45,2024-11-02,2025-03-25,Net 60,98.2,89.9
SUP-9923,AU Optronics,COMP-96339,OLED Panel,434.59,USD,1000,73,2024-11-20,2025-02-17,LC at Sight,91.5,84.8
SUP-9289,BOE Technology,COMP-83856,QLED Panel,405.77,USD,100,52,2024-11-07,2025-01-27,Net 30,88.4,91.6
SUP-9612,AU Optronics,COMP-43830,OLED Panel,203.49,USD,200,44,2024-11-25,2025-03-30,30% Deposit,98.9,87.4
SUP-3846,Tianma,COMP-12467,Remote Control,4.88,EUR,2000,40,2024-11-29,2025-01-29,Net 60,87.1,91.4
SUP-5399,JDI,COMP-52718,Stand,16.47,USD,2000,87,2024-11-04,2025-01-22,Net 90,86.8,97.9
SUP-3765,BOE Technology,COMP-99882,Remote Control,6.28,USD,2000,90,2024-11-15,2025-05-02,Net 90,93.7,92.5
SUP-7246,JDI,COMP-84684,Bezel,12.6,USD,500,110,2024-11-11,2025-02-09,Net 30,95.9,99.0
SUP-1787,Sharp Corporation,COMP-27945,LCD Panel,287.71,USD,500,120,2024-11-07,2025-04-20,Net 60,91.6,97.9
SUP-8925,Samsung Display,COMP-28724,Bezel,5.52,CNY,100,95,2024-11-16,2025-04-06,Net 30,89.9,93.4
SUP-4941,Samsung Display,COMP-39035,OLED Panel,355.86,EUR,100,59,2024-11-20,2025-03-13,Net 60,92.0,89.9
SUP-2496,BOE Technology,COMP-44562,T-Con Board,57.2,EUR,100,94,2024-11-05,2025-01-24,30% Deposit,96.4,97.1
SUP-2981,BOE Technology,COMP-79306,Remote Control,14.57,USD,500,86,2024-11-17,2025-04-10,LC at Sight,97.6,86.8
SUP-7407,Tianma,COMP-42391,Bezel,5.57,USD,500,71,2024-11-13,2025-03-26,Net 60,87.7,96.3
SUP-9642,Innolux,COMP-59558,LED Backlight,32.76,EUR,500,54,2024-11-10,2025-04-27,Net 90,97.9,99.9
SUP-2871,TCL CSOT,COMP-99837,Bezel,20.65,EUR,100,50,2024-11-18,2025-04-02,Net 60,88.7,95.6
SUP-7906,TCL CSOT,COMP-19692,OLED Panel,760.37,USD,2000,89,2024-11-15,2025-01-15,Net 60,86.6,84.6
SUP-8233,Visionox,COMP-96942,LED Backlight,10.1,EUR,2000,33,2024-11-17,2025-04-27,LC at Sight,87.7,90.3
SUP-5661,TCL CSOT,COMP-56258,LCD Panel,243.7,USD,500,35,2024-11-23,2025-04-02,Net 90,99.8,92.8
SUP-2987,Innolux,COMP-91746,T-Con Board,30.19,USD,100,75,2024-11-08,2025-04-27,Net 60,88.2,87.6
SUP-9405,TCL CSOT,COMP-18651,Remote Control,5.86,EUR,200,113,2024-11-25,2025-02-06,Net 60,99.1,98.1
SUP-1270,AU Optronics,COMP-28382,Main Board,108.53,CNY,2000,87,2024-12-01,2025-04-18,30% Deposit,86.3,93.7
SUP-2799,Visionox,COMP-95826,LED Backlight,16.25,USD,200,65,2024-11-26,2025-03-30,Net 90,91.9,97.3
SUP-5104,TCL CSOT,COMP-36763,OLED Panel,524.63,CNY,2000,85,2024-11-21,2025-02-26,Net 30,96.0,98.9
SUP-5460,TCL CSOT,COMP-96751,Power Supply,71.13,USD,200,44,2024-11-07,2025-05-05,Net 60,97.4,94.6
SUP-6880,Samsung Display,COMP-24665,Power Supply,62.65,USD,2000,35,2024-11-12,2025-03-25,30% Deposit,88.7,84.2
SUP-1388,Innolux,COMP-70557,Remote Control,5.67,USD,500,107,2024-11-17,2025-05-05,LC at Sight,87.9,90.0
SUP-6653,Tianma,COMP-79953,QLED Panel,391.37,EUR,2000,79,2024-11-13,2025-03-26,Net 30,94.5,87.1
SUP-1948,Visionox,COMP-24271,Bezel,20.78,CNY,200,91,2024-11-08,2025-04-30,LC at Sight,87.9,98.1
SUP-1693,Visionox,COMP-13816,Bezel,20.95,CNY,1000,46,2024-11-07,2025-04-11,Net 90,85.8,92.5
SUP-5825,Sharp Corporation,COMP-11884,Remote Control,13.37,CNY,100,113,2024-11-13,2025-02-11,30% Deposit,88.9,93.4
SUP-3825,Visionox,COMP-94126,Remote Control,12.62,USD,100,59,2024-11-12,2025-03-16,Net 60,94.1,95.0
SUP-7465,Tianma,COMP-31134,T-Con Board,52.24,USD,1000,61,2024-11-30,2025-05-03,Net 90,85.3,97.1
SUP-2160,TCL CSOT,COMP-70409,LED Backlight,26.39,USD,2000,96,2024-11-17,2025-04-15,Net 60,89.1,82.8
SUP-6833,Sharp Corporation,COMP-16235,LCD Panel,68.11,CNY,100,108,2024-11-10,2025-01-09,30% Deposit,89.7,81.1
SUP-6774,Visionox,COMP-26179,OLED Panel,311.36,EUR,500,67,2024-11-03,2025-01-14,LC at Sight,98.5,90.9
SUP-3341,TCL CSOT,COMP-30351,Remote Control,4.31,USD,200,61,2024-11-06,2025-02-26,Net 30,95.1,84.5
SUP-5327,Innolux,COMP-24363,Stand,23.39,USD,1000,41,2024-11-29,2025-04-13,Net 60,96.6,80.1
SUP-7477,JDI,COMP-53882,Main Board,44.63,EUR,200,63,2024-11-13,2025-02-19,LC at Sight,92.5,99.0
SUP-4169,Visionox,COMP-46216,LED Backlight,16.55,USD,2000,72,2024-11-06,2025-01-31,Net 90,94.8,84.6
SUP-4000,Tianma,COMP-66536,LCD Panel,285.67,USD,2000,92,2024-11-14,2025-04-23,LC at Sight,99.0,93.8
SUP-7189,Tianma,COMP-83369,Stand,37.33,USD,2000,104,2024-12-01,2025-05-12,LC at Sight,88.0,85.4
SUP-8526,Innolux,COMP-88465,Power Supply,77.15,USD,1000,119,2024-11-18,2025-05-01,30% Deposit,86.2,96.3
SUP-1321,Sharp Corporation,COMP-67701,OLED Panel,316.0,EUR,200,38,2024-11-30,2025-05-04,30% Deposit,88.1,89.4
SUP-2942,Samsung Display,COMP-24278,OLED Panel,670.42,USD,1000,50,2024-11-25,2025-04-10,Net 90,99.5,95.4
SUP-1518,AU Optronics,COMP-51493,OLED Panel,532.65,USD,500,61,2024-11-18,2025-02-04,Net 60,94.9,96.3
SUP-1206,AU Optronics,COMP-29138,OLED Panel,676.07,USD,100,31,2024-11-26,2025-04-03,30% Deposit,91.2,86.4
SUP-8986,Samsung Display,COMP-52804,Power Supply,79.06,USD,200,38,2024-11-29,2025-03-22,Net 30,90.1,94.5
SUP-2575,Visionox,COMP-62569,LED Backlight,25.48,USD,200,54,2024-11-30,2025-02-20,30% Deposit,99.6,85.8
SUP-5954,AU Optronics,COMP-69116,OLED Panel,300.23,EUR,2000,79,2024-11-11,2025-05-01,30% Deposit,91.7,90.6
SUP-6669,AU Optronics,COMP-24853,T-Con Board,27.44,CNY,200,64,2024-11-06,2025-04-18,Net 90,86.1,84.0
SUP-7709,Innolux,COMP-85579,Stand,34.37,CNY,200,111,2024-11-06,2025-02-25,30% Deposit,96.6,98.7
SUP-5935,Samsung Display,COMP-15121,LCD Panel,208.32,CNY,100,105,2024-11-13,2025-04-18,Net 90,99.0,93.8
SUP-4347,Tianma,COMP-29917,LCD Panel,110.29,USD,100,112,2024-11-07,2025-01-26,Net 90,92.4,87.7
SUP-3798,Sharp Corporation,COMP-94466,Stand,20.68,USD,200,96,2024-11-10,2025-04-19,30% Deposit,95.4,89.1
